,Tweets
22,@Trump2094578522 @NiuhiNui W.H.O. is owned by China and did not get a single decision right during Covid
23,"Interestingly enough, one of the of their tactics is to equate any Covid control measure with China’s brutal and ineffective strategies. They will, however, never address Japan’s successful control of Covid, done with smart use of masks, airborne precautions &amp; without lockdowns. https://t.co/90py0iToUF"
24,"@mildlydying123 @ampincivero @joeolivermd of course, but what about testing/tracing/isolating? Do you think you can do it without proper infrastructure?

And I was mentioning ventilation because it seems many Zero Covid supporters do believe that masks and ventilation would resolve the issue while it's way more complex."
25,"After Covid I never returned to work, bc I knew I was too sick. I did not do housework or exercise beyond short, slow walks (which I know now were too much). I tried to rest &amp; recover, but had to keep ""proving"" to my job I was still sick to get time off... (1/3) https://t.co/Ph2sdPbczZ"
26,My current husband @NealFAllen and I have exactly the same covid symptoms and fevers but mine are a lot more adorable.
27,"Oh hey I'm COVID free now yay

Wait goddammit I gotta go back to school now"
28,"As a species the Covid Minimizer’s most successful hunting ground is the UK, Sweden and the US. 
Luckily, until recently, their influence was far more limited in Canada, NZ and remains so in Asia. And the results, in terms of deaths, are obvious for all to see: https://t.co/XkAWqx8Xyy https://t.co/4TJU7tCmsl"
29,"@ReaIDonJT45 I tried to vote for Trump and I did but in my opinion and experience of being a voter for 40 years I have never seen so much fraud and deception. When ""they"" created the ""covid"" and started insisting on mail in ballots only  I knew right then we were doomed!  I am MAD"
30,As one of the coiners of the term ‘Covid Minimizer’ I’ll try to explain. Basically it represents a group of influencers who have a wonton disregard of the precautionary principle. Lessons paid for in blood from SARS1 and SARS2 are routinely ignored and downplayed. https://t.co/8VQ3AXGxEc
31,@Jonahmoose I thought I had COVID back in March and ended up having the flu. Might be worth getting tested for that?
32,"""a first booster is considered crucial to extending covid immunity.
""“our primary health care system is life-threateningly anemic” and not set up to readily take on a public health mission.
""Even before the pandemic, 28% of Americans didn’t have a regular source of medical care. https://t.co/wFMrcDh6Dk"
33,"The timing of this is horrific, especially since Pennsylvania was 1 of states that the Governor went hard to close businesses during covid."
34,@Randall87454048 “I’m also grateful for my wealth and domestic staff which makes my Covid experience so much easier.”
35,"So cool and fun to think that the only time vulnerable communities haven’t been dying en masse from white supremacists with guns was in 2020 when people were too busy dying en masse from COVID.
(*sarcasm) https://t.co/Vysxxp23xY"
36,@sandypsj Waivers/smaller classes because of COVID plus fewer railcars available for training because no 7000 series.
37,@newsmax Bezos just increased prime membership cost. The covid shutdown made him hundreds of billions. Coming out of shut down so strong has strained supply chains keeping up with demand. Russia invading Ukraine increased cost of gas.
38,"That’s the same thing they said about Covid-19 when it first started. As history would have it, that was true. https://t.co/MQZsYJO8x9"
39,"@LAMBRADLEY @TheWeirdTeacher And then there’s the warning that the fall will be rough, Covid-wise. Our numbers are increasing."
40,@RealCyJung @charliekirk11 High employment?  He lost more jobs than he gained.  And a million people are dead because of his crappy handling of the pandemic. Trump was a disease on top of covid
41,"@WickedMaverick @wgrzMichael @greymanbuffalo @NEJM Israel's 4 COVID shots resulted in the highest peak fatality rate this past February &amp; overall results no better than Palestine despite the much lower vaccination rate.

At one time, it was assumed C19 was over for Israel. https://t.co/Wl0kiBqTDZ"
42,"@myraemacdonald Yeah covid was a disaster
But International press mainly only focuses on the Islamophobia part. See what the economist literally wrote. I guess they are ignore the positives out of fear of endorsing him. 

https://t.co/2r2o4OAnPy"
43,"@shysmith washington a has been lifted since march, n i got covid, the flu, and then the common cold that hit me harder than both 🥲"
44,"$QQQ Weekly

Clear Downtrend - Market in Correction 📉

Bulls need to test $309.35 again. Over that, next target is #AVWAP from Covid Low $318 🎯

Charts Paint Pictures 🎨 https://t.co/VWmkXQ2Oz4"
45,"Top story: The Covid Capitulation - by Eric Topol - Ground Truths https://t.co/K3S3jYKGbu, see more https://t.co/kdITGrqU2w"
46,"@Ldy_Shay @sue_davison3 @citizengatsby I absolutely read into that.  He wants to be a national public figure?  That comes with obligations.  This stroke isn’t COVID, or a sprain…it will FOREVER change his ability to function and leaves him open to additional health issues."
47,"Pelosi calls Title 42 hold-up in COVID-19 bill ‘blackmail’ https://t.co/3u9rohxNPh Hey Nancy, close the border and stop giving money away we don't have"
48,"@Dirtbox5 So #strugglestreetlisa is now a housing expert,  did she stop being a covid expert to help first home buyers...........#JustSaying"
49,"@bradleydowns @Keif_Wellington @ryangrim Exactly - almost everyone in the West has been exposed to COVID via transmission or immunization by now, Omicron hitting immune naive people in China shows it hasn’t lost strength"
50,"mt #translational @fahidalghanim: 'Excited to be sharing our translational research on COVID ARDS! Come join north building, area J, hall F. #ATS2022 @UMdPCCM @vanholdenmd @ngshah1 ' https://t.co/gRTZNZrrtf, see more https://t.co/nu0A0kc8qf"
51,Everyone in the house has Covid now. So if this week wants to go by super fast I'm cool with it.
52,"@Drnicolecb Went to Walgreens today looking for some Pedialyte (which is stocked next to the formula) and the formula shelves were EMPTY. I could not believe my eyes. It was reminiscent of the shortages when COVID first started, but worse 💔"
53,"Greece: Covid Cases Exceed 10000, 46 Dead - https://t.co/ZyKoyVnx5Z https://t.co/R8NvDyctkB"
54,"I was 21 (~April 2020). I was on spring break and COVID was in full swing, so I downloaded Robinhood to get started w/ investing. I didn't even know what the S&amp;P 500 was back then. It's pretty wild to reminisce on that time -- seems like a lifetime ago! https://t.co/tIywLwZjV7"
55,"With COVID-19 cases rising, Oregon education officials stress need for safety protocols, monitoring absences - Oregon Public Broadcasting https://t.co/KLfeBUI30E via @GoogleNews"
56,"i wonder whats gonna kill me first 
covid, depression, or my job"
57,"The “💉”

Does NOT protect from infection 

Does NOT prevent transmission if infected 

Does NOT prevent death from COVID

Only thing it does do, is you are more likely to get, transmit &amp; die from COVID or some other disease i.e Myocarditis, Pericarditis, Cancer, AIDS etc.. https://t.co/A6VtGt5mFH"
58,Maybe next time someone is sick (not covid) they won’t stay here breathing and coughing on my son but what do I know
59,"@mariavhawkins @drlucymcbride The problem with this is that it soon became easy for able &amp; healthy people to cite “Covid fatigue” over minor inconveniences to justify putting others more at risk. Taken up by media, the phrase moved the country to justify removing all safety precautions. Who gets to be tired?"
60,"@brianlilley Targetted taxes on those segments of the population who can afford them, so that everybody who was unfairly hurt through COVID can hurt a little less. The costed NDP plan is  specific, and will correct structural program deficits that Ford has simply turned a blind eye towards."
61,"Pearl Jam's drummer tested  positive for COVID, so a kid from Mill Valley stepped in for their concert in Oakland. https://t.co/OZaGogyx6l"
62,"@UntilIcanthink @CantGetWorse consent of course), That would also kind of makes sense why it causes the lungs to be overcome with Covid instead of seeing improvement depending on what is used in the ventilator to help the patient breathe. I tried to read up on it but it was super confusing"
63,How many other Covid “deaths” were overestimated??? https://t.co/UTIwMn4Jr8
64,Daily Confirmed Covid Cases per 1K Population by County For IA   2022-05-13:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth https://t.co/B9FdsUTvZG
65,pretty sure i have covid at this point and it’s actually ruining my fucking life
66,"@HillcrestCardCo A study showed that 36% of people with Covid had absolutely NO antibodies, whatsoever, so it's kinda weird when someone says they've had Covid, so they're good, antibody-wise. 😅

Sorry you're going through this BS, again!"
67,"@rachalaina @Danutter4 @CameronCorwin1 @ewarren Vaccinations are not permanent. The immune response to a vaccine may be very long lasting, although not with the Covid vaccines. But the vaccines themselves are destroyed by the body's immune system very rapidly. They're not like other medicines in that respect, which may linger."
68,@CNN @Acosta 😂😂😂 Fauci helped create Covid and should be in jail.
69,"@GovRonDeSantis We can say in each of these counties he has poisoned children to hate Disney, many covid deaths, stirred hatred, and limited voting rights. He thinks they like him, naah it's they don't trust him. Secret good ballots for peace and love ladies"
70,Stupid COVID. Worn out today.
71,Amen. No Long no short no medium no super combo Covid. Just a mild virus that was relabeled and hyped and lied about https://t.co/PbHbEFubEh
72,Has anyone gotten a COVID test at the IBEW hall recently? Is it generally busy? Do you get results back fast?
73,North Korean pandemic looks well in general，for she is now facing a weakening variant of Covid (similar to flu) in a situation (cold-dry wheather) resistant to virus spread according to the global experiences in coronavirus campaign… https://t.co/ITZcQHQzOl
74,@6BONECRUSHER3 @BobIrvingCJOB Not going to slag your thoughts. Love the players. Hope it goes well. But...an eye roll to fans is NOT cool. Covid killed jobs. Money is tight for fans. You get money to play. Awesome. Get more! but do not do a friggin eye roll to fans.
75,My son who just came home from college just tested positive for Covid. We will be in quarantine for the foreseeable future. Ive been calling everyone I know that was near us in the last three days and sanitizing the house. I'm anxious and trying not to freak out.
76,How can I #vote if I catch ##COVID in election week? How is phone voting going to work?: https://t.co/bDfHa6lZOe
77,@IngrahamAngle How much money he profited during COVID? I guess enough for him to retire.
78,@pattonoswalt Say what you will about Covid… but those lockdowns fixed a lot of issues… lol
79,"@1withdirt @thehill You’d NEVER believe this but…when you’re vaccinated against the flu, you can still get the flu!! 😱 

If you preemptively remove your breasts, you can still get cancer!! 😱 

The fact you still don’t know how Covid works because you love Rogan and hate Fauci shows your ignorance"
80,COVID-19 infections in Australia hit worldwide highs — and experts predict another Omicron variant spike is coming https://t.co/CRsECb6E1T
81,@ElectricAgora @crockpics Be close to Mexico! I used to go down to Rosarito Beach all the time. Could get beers for .75 cents and the best fish tacos I’ve ever eaten. Haven’t been since COVID though.
82,@Jimbo_A_Tweets @rlynnebrown Let's see. Current science said that COVID-19 vaccines are 100% effective. Next day science categorically demostrastes  that so called vaccine has only 17% effectiveness. Same science says that men ride on rockets at lift off. An impossibility. Prove it. The earth is stationary.
83,"@FantasticVulpes @itsJeffTiedrich @GOP Then ask why Mario Cuomo killed 10,000 seniors by putting covid infected patients in nursing homes?? Another facepalm 🤦‍♂️"
84,"Even before the COVID-19 vaccine was developed, India supplied approximately 100 countries with hydroxychloroquine and paracetamol.

The Indian economy is now the sixth largest with a real GDP of $2.66 trillion and is among the world’s fastest growing economies. https://t.co/cnCHB10UAe"
85,"@cindi_abbott @Lori2cay True, he did say that. But it was a different time. Joe Biden has an incredible amount to deal with. All presidents do, but between Covid and a war, etc. etc., that’s a lot of shit sandwiches!"
86,Kim Jong Un orders North Korea military to ‘stabilize’ drug supply amid COVID outbreak By Reuters https://t.co/b7iKKUi0yy
87,"@JayHill223 @Max42119241 @skipmav @GumbeauxMike @ArtysHouse @haywood_herbert @ghurabaa_786 @SaraWar94800325 @YakkStack @DOGEANATOR @NNation37 @Truth_in_Number @andrew7rd @2_patriot17 @areyouawakeyet1 @oXMrsWarriorXo @Guern20 @NicoleSirotek Wait a minute people who are “vaccinated” for Covid are actually dying of Covid?? 

How can this be possible?"
88,"@zerohedge This vaccine may save your life, and keep your COvid sickness to a minor level."
89,"@brother_dag they should close it again like they did during early covid, it's dangerous"
90,"@glitteringloke May your movie experience be jerk and covid free, and have no kid whining. Good luck."
91,"When will we see such editorials in corporate media in the USA? Who will have the courage to call for commissions and inquiries about the failed public health response? 

FUREY: Canada still needs inquiries, commissions, into our COVID response https://t.co/KNVhpG3Akj"
92,Tested positive for covid :/
93,Hong Kong Is Tracing Covid In Sewage. Here’s Why https://t.co/RuZFZ6Ezo4
94,@Anaximandeos @snorman1776 Could the argument be made: Potential harms of Trump in office again &lt; continued demonstrable harms of Fauci’s influence on the covid response
95,"@BlortyBabMaxie oh heck good!
I was starting to wonder if I was the only one who hadn't caught COVID yet. .w."
96,My ears feel like I’ve been on an airplane flight for hours… I can’t hear shit 😪😷 Covid sucks man😵‍💫😵
97,Covid got me fucked up. Food does not taste good anymore. Even coffee tastes like crap. 😭
98,How Australia saved thousands of lives while COVID killed 1 million Americans – Hitzmotion https://t.co/och6ZaQhLu
99,@GOP well...except for when you want your grandparents to make the sacrifice of dying of COVID to keep the economy strong.  https://t.co/sC2aR8dfgx
100,"Covid ruined so much more for others than it did for me but I’m still sad I didn’t get a prom, but I’m so happy others did because they all looked so good fr."
101,"@PaymentChief @chrismartenson This particular scourge got its start during boom times in  social media. Taking a reflexively contrarian position to mainstream opinion, on the Covid vaccine, translated into money and 'prestige.'"
102,"@Rick_Horowitz @MichaelSocolow @nytimes Trump's and his cabal's dereliction and disinfo:

1. Graph quote-tweeted by @paulkrugman on 7/5/20
2. By the late @EricBoehlert, Apr 2020
3. By @MaxBoot in WaPo opinion article, 11/16/20
4. Republican governors, esp @GovRonDeSantis, actively sabotaged COVID health measures https://t.co/bTyavdTdcn"
103,my luck is the fucking worst how tf did i get covid &amp; then into a car accident in a span of 2 weeks???
104,"EU looks at ramping up Covid-19 vaccinations of kids, developing antivirals – Easypakistan » Easypakistan https://t.co/mMBtGPB31b"
105,"@SallyMayweather Covid was the steal, ukraine is the money laundering."
106,"“We recognized right away that this was a disaster we’d never planned for, in that it was a marathon, not a sprint.""

Director of ICU at the Royal Melbourne Hospital, A/Prof Chris MacIsaac reflects back on the hospital's COVID-19 response with @nytimes.

https://t.co/dwcT2WUIRs"
107,"@OhNoItsAlexx In her eyes, we just don't know how the gaming industry works, the company makes the games, they delay them, COVID holds the games back and shouldn't deserve the criticism just cause

To me, yes COVID is a hold back, but that can only last for so long with restrictions lifted- https://t.co/aKWnzuRuff"
108,@duttboireacts @ESPNNBA Ya know In that bubble Celtics suns lakers and heat were the best teams and only lakers out of those four are garbage now.. stop with the bubble shit if anything 2021 season was fraud with 30 day offseason and covid scratches
109,@BarbecueShadows we’re giving the extra covid money to cops -biden
110,"Christian Hasker @chasker, CMO at @hedera, is going to speak at #WCEF2022. #WCEF2022 will cover #DeFi, #DAO, #NFT, #Meta, #IDO and will be the first major post-Covid #crypto and #blockchain event in the SF Bay Area! ➡️ Book yout ticket:
https://t.co/jIvStqspKO"
111,"I’m so sick of the Morrison government and their stupid Super schemes. stop allowing ppl to dip into their Superannuation. they did it for covid, now they’re doing for rising house prices. instead of doing the funding yourself you’re telling ppl to dip into their retirement fund"
112,"North Korea’s explosive Covid outbreak: From 0 to 820,620 cases and 40+ deaths in just 3 days https://t.co/gMMTmAa1NP via @Strange Sounds"
113,"@Har0star @thehill He did a bang up job with AIDS at the beginning of his career. Only in government, could someone mess up that badly and still be around decades later to do it all over again with COVID."
114,@Jizzle9011 Heat vapor escaping a mask isn’t carrying COVID you incomprehensible moron. The science says masks work. Delete your account. Your stupidity is getting people killed. https://t.co/Jjgn2rSb1q
115,"@jeffreyatucker Yea, but no one has the basic counter arguments. No one in the mainstream can explain the function of gov is to protect rights, that forcing people to have COVID vaccines and lockdowns violates those rights and is therefore unconstitutional, etc.
So who is more nuts?"
116,"@1CeliaGreen That @DETVic, schools, principals &amp; teachers would not follow the advice of @VictorianCHO &amp; @VicGovDH &amp; would choose to continue to hold super spreader events indoors despite #COVIDisAirborne. Supposedly intelligent people who increase covid infections in kids daily. Stupid!"
117,@Mel2Marz @Freedom_Union_ Not for one minutes do I believe he took any covid shots! NONE!
118,"@Jeff_Facun Dunno, paying Tavares $13 million or whatever the rumored offer was and the cap continuing to not rise would’ve been an issue. Maybe in the universe where Tavares signs with the Sharks there is no Covid. 😅"
119,"@kirs10wag @Sweetmeanone @Vicky27510507 @ReaIDonJT45 Not only that, but I've been around several people who had the covid flu and still didn't get sick. I had a family of four over at my house for a movie night. 3 days later they test positive for covid, get sick (this is a week after they get their 2nd shot. And me..... Nothing."
120,@Bellas1HissyFit @JoJoFromJerz Can't tell if it's Elizabeth-Warren-Fake-Indian-Fake or COVID-Fake
121,"@VicGovDH Expect roughly 13,000 lives lost this yr due towaning immunity in all ages , and no additional Measures..
Thats 13,000 people who today walk around unmasked with not understanding you are on covid's radar. 
Thats "" living with covid "" .
And then long covid issues of heart failure"
122,"@raysgirl1929 If course,
It's an election year.
Wait until the Covid Midterm Variant"
123,"Sun Life announced financial results for Q1 2022. While COVID continued to impact our @SunLifeUS underlying earnings, our business fundamentals continue to be strong.   https://t.co/OYpBGkYBeK"
124,Informative thread if you have to seek care for covid. https://t.co/dCVcocdprx
125,@Ph_uck_MAGA_ts @BarbVan1952 @rosepet19239091 It’s a covid thing.  I think every day is Friday
126,"Alcohol poisoning feels even worse than COVID

0/10, everything feels like a fever dream/nightmare"
127,It was hard but we worked together and had a good outcome. It is just a pity we aren't still focused on reducing Covid infections and deaths. https://t.co/YVjK1VN0io
128,So many of my friends and family have caught covid over the last 2 weeks for their first time. It’s rampant out there. Mask up to stay as safe as you can. https://t.co/nsPIGA4w9B
129,"@TheArtAppeal @AnComNezuko @iAmPurua @VaushV Trump. Your point being?
Yeah, according to the definition you gave was that neoliberals support austerity. Spending more during a recession (like because of covid) is the opposite of austerity"
130,"So, Covid lockdown? https://t.co/G3UfYafduY"
131,Then I can go and pray with my white brothers and sisters. No not now. My white family members are fuming. I spoke this morning about some of us coming out of covid with a new set of eyes or no eyes at all. God Please Help Me. God Please Help America.
132,@Rosenlaw This never should have gone this far. Once they refused the initial ask regarding the Covid vaccine; they should have been removed from the program &amp; told to pay back all training cost for failure to comply.  This kind of stupidity is a risk to our military members &amp; our country.
133,@KarenLevalley 18 but we have been on our own since 15. Also it is tricky since I am a disabled veteran and to be honest I am always in painwhen working.   But I won't make excuses. I was working all trough covid and I will continue until I fall over dead and then I will get back to work.
134,"Beijing reports 39 new symptomatic COVID cases, 15 asymptomatic cases https://t.co/t4ASYsLPKA"
135,Canadian Government: Needing recognition of research and offer rehabilitation for Covid-19 Long Haulers - Sign the Petition! https://t.co/fs1tiZoFW7 via @CdnChange
136,"@FoxNews @NYCMayor Baby killers unite, its amazing how these people are touting my choice my body ,, but sucumbed to the covid vacination,, the supreme  court is deciding by law as it should be.  The only time abortion should be used is to save a life, not take one."
137,I love how McMitch is shaking in one hand while coughing in the other at the same time. Can McMitch pass a covid test? He failed the spine test! https://t.co/aNTBMMTIWW
138,I finally got my doctoral robes in the mail so I took graduation photos with my friends who graduated during COVID 💗#phdchat #PhDone https://t.co/W0DfyOaNqE
139,How to be chic in Hawaii? — dont go to hawaii!! they’ve been begging tourists not to come and travel there b/c of how bad covid is there https://t.co/2fMzynt1dH… https://t.co/2YVdjbxr3t
140,"@alexmeshkin @LazarusLong13 Reading between the lines, LA held out for public health as long as possible, but was politically cut off when all governors decided covid is over. In schools, 10-day masking-for-close-contacts just started, which is about the best we can get now. And more than most."
141,I always end up blocking Michael Mina because he often gives what I read as contrarian medical advice and opinion.  He commended a longer course of Pfizer medication for COVID.  FDA disagrees: https://t.co/GZQiz9aclf
142,The only thing that could keep MK from @realdarylhall + @toddrundgren show last night was covid…and covid rose to the occasion. 😢Thanks to @sarahe415 for stepping in and having an amazing time with @NCSchoenfeld! Episode about the SF show up tomorrow! https://t.co/6XuD791ii6
143,I may have covid but at least the dodgers found a way to win LOL
144,"@JayHill223 @GumbeauxMike @skipmav @ArtysHouse @Max42119241 @haywood_herbert @ghurabaa_786 @SaraWar94800325 @YakkStack @DOGEANATOR @NNation37 @Truth_in_Number @andrew7rd @2_patriot17 @areyouawakeyet1 @oXMrsWarriorXo @Guern20 @NicoleSirotek “For the COVID-19 data, we collect data from official reports, directly from Government's communication channels or indirectly, through local media sources when deemed reliable.”

Where does the government and the media get the data that is reported here on worldometers??"
145,"The £220m spent on clinics would have been much better investigated in biomedical research as the clinics have little to offer &amp; some are suggesting ""treatments"" that can hinder recovery. 

Letting covid spread unmitigated is creating 1000's more #LongCovid patients every week. https://t.co/ElcOXYwUBo"
146,"@AndrewBromfield @manopeace3 @roadkillmwa @ItsDeanBlundell You're a pretty strong conformist when you align yourself with the small, but loud, band of COVID-denying inbreds and losers that we have in this country. That's major league conformity. That's next level brainwashing to openly admit that you're part of that cult."
147,@Balamuralitwts @MayonTweets @meet_tk @petta_velan @ganeshjayabalan Harrre bro you didn't get yours 1st yr degree certificate because of COVID issues i am also facing that kind of issues 🤦🏻
148,https://t.co/tDeW0hb5So https://t.co/2e47jYUGBc N Korean leader sends in military to help tackle COVID Our Hashtag #FWN #freeworldnews #today
149,Children’s activity levels have not recovered after end of Covid restrictions – study https://t.co/yvcO8bfqIl
150,"@dremilyportermd Honestly between this and Covid, I have avoided attending Mass for more than two years. I hate it."
151,"We AR growing! UAMS is looking for a APRN Outpatient to join our team as we AR fighting COVID! https://t.co/8rr4fcyeHk #Nursing #LittleRock, AR"
152,"@VivienJastrzeb @nevslin Irwindale! A little inland. The only one In the area, if I’m not mistaken. Super crowded, super hot. Probably the biggest Covid risk I’ve taken in 2+ years. 😬"
153,Severe COVID is equivalent to 20 years of ageing – new study https://t.co/3LMLLuPTMb
154,"The truth is, they were all in on it. COVID is one piece of a psy-op, Ukraine another. REMOVE THEM ALL"
155,@A_GhostQwQ I only tweet bangers. CatBoy post covid scott edit soon
156,@tisdaletalks A bill that protects block people from being discriminated against because of COVID? That's what the Anti-Asian hate bill was.
157,"@The__Trojan @philYoung17 @MikeCarlton01 @JasonClareMP Because of Covid Normal our hospitals ARE overwhelmed ,  Chroniclly Ill wife sat outside an emergency ward of a big well known hospital for OVER FIVE hours Saturday waiting for a bed..National funding cutbacks have caught us with our pants down and not happy"
158,"@Dozzle101 @Dalmane15 @ryanbeed @JohnRee58027351 @OXHarryH1 @ptcjoneses @DrAcula987 @XRadarP It wasn't until COVID (and perhaps AIDS but that's entirely different). If you walked into a doctor's office and said ""I think I have Whooping Cough"" but had no symptoms he'd laugh you out of his office."
159,"Joey here seems to have forgotten all about his Covid rants about mental health. Looks like that was just regarding wearing a mask in public, not regarding the actual rights of Americans. If you think he’s intelligent, or knows what he’s talking about, you are an absolute moron. https://t.co/BlLg7ZW7IZ"
160,"@_olabimpe having worked in newsrooms, it's more likely entitled white guys who hate wearing masks telling reporters that people are tired of Covid. But yeah it feels like at minimum it's getting drowned out"
161,@piersmorgan And the 1 million who died during the 2.5 years prior to covid? 🤷‍♂️
162,"#KimJongUn orders #NorthKorea #military to #stabilize #drugs #supply amid #COVID #outbreak 

#coronavirus https://t.co/s2cAAC4s2P"
163,Wasted a rapid test just to be told I am still in fact positive for covid. Pretty negative for life rn. 🥹
164,"@tonsoffun The cynic in me says some govt functionary has crunched the numbers, figured out how many ""elderly &amp;/or unwell"" people will die from Covid complications &amp; the positive impact this has on the health/social welfare books and govt has taken up the opportunity to reduce expenditure"
165,"@_580303462788 It’s totally unacceptable. May I ask what part of the country/region did this happen? Thankfully, here in Colorado, we still have access to multiple, free Covid testing sites. My hubby just got one today."
166,"@little_miss_PL @jeffgilchrist This isn't new. In the US,  particularly in trumpian areas where people refused to be tested- because ""covid doesn't exist "" the main way we knew the prevalent variant was wastewater.  You Canadians seemed to do better with people caring about each other than us."
167,@jmwoerner @bitAnonOrg @alexandrosM @peterktodd Soo 1 confirmed paediatric myocarditis death vs 1200 paediatric covid deaths?
168,"@catladyactivist Fauci was pretty honest on TV this week, but he makes no mention of Long COVID. Disappointing."
169,"@TheEliKlein 1 million Americans have died, due to CoVID in the last two years, and all you are concerned about is a stupid inconvenience! 

What would you do if something really was asked for your country? 

Run away like a coward?"
170,@TheAngryEpi The media is complicit. They are not accurately reporting the level of the current Covid surge and they never link surges to unmasking. Those “experts” were handpicked precisely because they are Covid minimizers who encourage “back to normal”
171,@richo_1973 So how do you feel after breathing recycled farts and Covid.
172,"@RepiakaMoni Alhumdulillah, that's good to hear, you're more on the mend now. Sounds like you've had a nasty period for a long time. Have you recovered from covid/long covid?

It's frustrating, literally felt like burning my throat last night, as I couldn't sleep due to it being how it was."
173,*caveat: I am typing this all bedridden with fever and vertigo because my whole family just tested positive for covid this weekend. Something else to add to the pile.
174,😷 Trent Beretta da positivo en COVID-19 y se pierde NJPW Capital Collision - solowrestling 👉 https://t.co/0etTCAHRBJ 💊 #Medical #GroupZirigoza
175,@GOP I guess mass shootings are nothing of concern. What about 1M dead of Covid? What about white supremacy and a climate of hate engendered by YOUR party.
176,"@MikeCarlton01 @JasonClareMP I have never heard Scott acknowledge the enormous amount of effort the Premiers of all states, the Health ministers, the public service, and all medical personnel, put in to assist all Australians deal with Covid and vaccination etc. He is not a leader!"
177,@keemhta @lionheart1759 My man the boarder has been close since covid 19
178,"@MMCollins6 @marabscott You can vote today. No need to wait. Go to your local Elections Ontario returning office. I already voted and it was bright, clean, and the lack of people made it feel very Covid-safe."
179,"Why is the COVID case rate in San Francisco so much higher than the U.S. right now? https://t.co/ZKPQ8qznqQ via @sfchronicle 
Because mostly #LIberals #Democrats live there. Figure it out. It's on a mission"
180,"@POTUS Covid response made numbers crazy in 2020 and 2021, but what is the boast? Trump added about $6.7 Trillion, including the heavy Covid spending in 2020, but you added about $3.5 Trillion in about a year and a half. Thanks? or should I thank Manchin for BBB's demise?"
